"일시 실행 1","시간 (s) 실행 1","전압 (mV) 실행 1","pH 실행 1"
2026/08/25 14:13:16,4.300,102.0,15.19
2026/08/25 14:13:16,4.320,102.0,15.19
2026/08/25 14:13:16,4.340,103.0,15.27
2026/08/25 14:13:16,4.360,102.0,15.19
2026/08/25 14:13:16,4.380,102.0,15.19
2026/08/25 14:13:16,4.400,102.0,15.19
2026/08/25 14:13:16,4.420,102.0,15.19
2026/08/25 14:13:16,4.440,102.0,15.19
2026/08/25 14:13:16,4.460,102.0,15.19
2026/08/25 14:13:16,4.480,101.0,15.11
2026/08/25 14:13:16,4.500,101.0,15.11
2026/08/25 14:13:16,4.520,102.0,15.19
2026/08/25 14:13:16,4.540,102.0,15.19
2026/08/25 14:13:16,4.560,102.0,15.19
2026/08/25 14:13:16,4.580,102.0,15.19
2026/08/25 14:13:16,4.600,102.0,15.19
2026/08/25 14:13:16,4.620,102.0,15.19
2026/08/25 14:13:16,4.640,103.0,15.27
2026/08/25 14:13:16,4.660,102.0,15.19
2026/08/25 14:13:16,4.680,102.0,15.19
2026/08/25 14:13:16,4.700,102.0,15.19
2026/08/25 14:13:16,4.720,102.0,15.19
2026/08/25 14:13:16,4.740,102.0,15.19
2026/08/25 14:13:16,4.760,102.0,15.19
2026/08/25 14:13:16,4.780,103.0,15.27
2026/08/25 14:13:16,4.800,102.0,15.19
2026/08/25 14:13:16,4.820,102.0,15.19
2026/08/25 14:13:16,4.840,102.0,15.19
2026/08/25 14:13:16,4.860,102.0,15.19
2026/08/25 14:13:16,4.880,102.0,15.19
2026/08/25 14:13:16,4.900,103.0,15.27
2026/08/25 14:13:16,4.920,102.0,15.19
2026/08/25 14:13:16,4.940,101.0,15.11
2026/08/25 14:13:16,4.960,102.0,15.19
2026/08/25 14:13:16,4.980,102.0,15.19
2026/08/25 14:13:17,5.000,102.0,15.19
2026/08/25 14:13:17,5.020,102.0,15.19
2026/08/25 14:13:17,5.040,102.0,15.19
2026/08/25 14:13:17,5.060,101.0,15.11
2026/08/25 14:13:17,5.080,101.0,15.11
2026/08/25 14:13:17,5.100,102.0,15.19
2026/08/25 14:13:17,5.120,105.0,15.43
2026/08/25 14:13:17,5.140,102.0,15.19
2026/08/25 14:13:17,5.160,102.0,15.19
2026/08/25 14:13:17,5.180,103.0,15.27
2026/08/25 14:13:17,5.200,102.0,15.19
2026/08/25 14:13:17,5.220,102.0,15.19
2026/08/25 14:13:17,5.240,102.0,15.19
2026/08/25 14:13:17,5.260,102.0,15.19
2026/08/25 14:13:17,5.280,102.0,15.19
2026/08/25 14:13:17,5.300,102.0,15.19
2026/08/25 14:13:17,5.320,103.0,15.27
2026/08/25 14:13:17,5.340,102.0,15.19
2026/08/25 14:13:17,5.360,102.0,15.19
2026/08/25 14:13:17,5.380,102.0,15.19
2026/08/25 14:13:17,5.400,102.0,15.19
2026/08/25 14:13:17,5.420,102.0,15.19
2026/08/25 14:13:17,5.440,102.0,15.19
2026/08/25 14:13:17,5.460,102.0,15.19
2026/08/25 14:13:17,5.480,102.0,15.19
2026/08/25 14:13:17,5.500,102.0,15.19
2026/08/25 14:13:17,5.520,102.0,15.19
2026/08/25 14:13:17,5.540,103.0,15.27
2026/08/25 14:13:17,5.560,102.0,15.19
2026/08/25 14:13:17,5.580,102.0,15.19
2026/08/25 14:13:17,5.600,102.0,15.19
2026/08/25 14:13:17,5.620,102.0,15.19
2026/08/25 14:13:17,5.640,102.0,15.19
2026/08/25 14:13:17,5.660,101.0,15.11
2026/08/25 14:13:17,5.680,102.0,15.19
2026/08/25 14:13:17,5.700,102.0,15.19
2026/08/25 14:13:17,5.720,102.0,15.19
2026/08/25 14:13:17,5.740,102.0,15.19
2026/08/25 14:13:17,5.760,102.0,15.19
2026/08/25 14:13:17,5.780,102.0,15.19
2026/08/25 14:13:17,5.800,102.0,15.19
2026/08/25 14:13:17,5.820,103.0,15.27
2026/08/25 14:13:17,5.840,102.0,15.19
2026/08/25 14:13:17,5.860,101.0,15.11
2026/08/25 14:13:17,5.880,102.0,15.19
2026/08/25 14:13:17,5.900,102.0,15.19
2026/08/25 14:13:17,5.920,101.0,15.11
2026/08/25 14:13:17,5.940,102.0,15.19
2026/08/25 14:13:17,5.960,102.0,15.19
2026/08/25 14:13:17,5.980,103.0,15.27
2026/08/25 14:13:18,6.000,102.0,15.19
2026/08/25 14:13:18,6.020,102.0,15.19
2026/08/25 14:13:18,6.040,103.0,15.27
2026/08/25 14:13:18,6.060,103.0,15.27
2026/08/25 14:13:18,6.080,103.0,15.27
2026/08/25 14:13:18,6.100,101.0,15.11
2026/08/25 14:13:18,6.120,103.0,15.27
2026/08/25 14:13:18,6.140,102.0,15.19
2026/08/25 14:13:18,6.160,102.0,15.19
2026/08/25 14:13:18,6.180,102.0,15.19
2026/08/25 14:13:18,6.200,102.0,15.19
2026/08/25 14:13:18,6.220,103.0,15.27
2026/08/25 14:13:18,6.240,102.0,15.19
2026/08/25 14:13:18,6.260,102.0,15.19
2026/08/25 14:13:18,6.280,101.0,15.11
2026/08/25 14:13:18,6.300,103.0,15.27
2026/08/25 14:13:18,6.320,102.0,15.19
2026/08/25 14:13:18,6.340,102.0,15.19
2026/08/25 14:13:18,6.360,102.0,15.19
2026/08/25 14:13:18,6.380,102.0,15.19
2026/08/25 14:13:18,6.400,102.0,15.19
2026/08/25 14:13:18,6.420,102.0,15.19
2026/08/25 14:13:18,6.440,103.0,15.27
2026/08/25 14:13:18,6.460,102.0,15.19
2026/08/25 14:13:18,6.480,102.0,15.19
2026/08/25 14:13:18,6.500,101.0,15.11
2026/08/25 14:13:18,6.520,103.0,15.27
2026/08/25 14:13:18,6.540,99.0,14.95
2026/08/25 14:13:18,6.560,102.0,15.19
2026/08/25 14:13:18,6.580,102.0,15.19
2026/08/25 14:13:18,6.600,103.0,15.27
2026/08/25 14:13:18,6.620,101.0,15.11
2026/08/25 14:13:18,6.640,102.0,15.19
2026/08/25 14:13:18,6.660,102.0,15.19
2026/08/25 14:13:18,6.680,102.0,15.19
2026/08/25 14:13:18,6.700,101.0,15.11
2026/08/25 14:13:18,6.720,102.0,15.19
2026/08/25 14:13:18,6.740,103.0,15.27
2026/08/25 14:13:18,6.760,102.0,15.19
2026/08/25 14:13:18,6.780,102.0,15.19
2026/08/25 14:13:18,6.800,102.0,15.19
2026/08/25 14:13:18,6.820,102.0,15.19
2026/08/25 14:13:18,6.840,101.0,15.11
2026/08/25 14:13:18,6.860,103.0,15.27
2026/08/25 14:13:18,6.880,103.0,15.27
2026/08/25 14:13:18,6.900,102.0,15.19
2026/08/25 14:13:18,6.920,102.0,15.19
2026/08/25 14:13:18,6.940,102.0,15.19
2026/08/25 14:13:18,6.960,102.0,15.19
2026/08/25 14:13:18,6.980,103.0,15.27
2026/08/25 14:13:19,7.000,102.0,15.19
2026/08/25 14:13:19,7.020,102.0,15.19
2026/08/25 14:13:19,7.040,103.0,15.27
2026/08/25 14:13:19,7.060,101.0,15.11
2026/08/25 14:13:19,7.080,102.0,15.19
2026/08/25 14:13:19,7.100,102.0,15.19
2026/08/25 14:13:19,7.120,102.0,15.19
2026/08/25 14:13:19,7.140,104.0,15.35
2026/08/25 14:13:19,7.160,102.0,15.19
2026/08/25 14:13:19,7.180,101.0,15.11
2026/08/25 14:13:19,7.200,102.0,15.19
2026/08/25 14:13:19,7.220,101.0,15.11
2026/08/25 14:13:19,7.240,101.0,15.11
2026/08/25 14:13:19,7.260,101.0,15.11
2026/08/25 14:13:19,7.280,102.0,15.19
2026/08/25 14:13:19,7.300,102.0,15.19
2026/08/25 14:13:19,7.320,102.0,15.19
2026/08/25 14:13:19,7.340,101.0,15.11
2026/08/25 14:13:19,7.360,103.0,15.27
2026/08/25 14:13:19,7.380,102.0,15.19
2026/08/25 14:13:19,7.400,101.0,15.11
2026/08/25 14:13:19,7.420,102.0,15.19
2026/08/25 14:13:19,7.440,102.0,15.19
2026/08/25 14:13:19,7.460,102.0,15.19
2026/08/25 14:13:19,7.480,102.0,15.19
2026/08/25 14:13:19,7.500,102.0,15.19
2026/08/25 14:13:19,7.520,102.0,15.19
2026/08/25 14:13:19,7.540,102.0,15.19
2026/08/25 14:13:19,7.560,103.0,15.27
2026/08/25 14:13:19,7.580,102.0,15.19
2026/08/25 14:13:19,7.600,102.0,15.19
2026/08/25 14:13:19,7.620,102.0,15.19
2026/08/25 14:13:19,7.640,102.0,15.19
2026/08/25 14:13:19,7.660,101.0,15.11
2026/08/25 14:13:19,7.680,102.0,15.19
2026/08/25 14:13:19,7.700,102.0,15.19
2026/08/25 14:13:19,7.720,103.0,15.27
2026/08/25 14:13:19,7.740,102.0,15.19
2026/08/25 14:13:19,7.760,102.0,15.19
2026/08/25 14:13:19,7.780,102.0,15.19
2026/08/25 14:13:19,7.800,103.0,15.27
2026/08/25 14:13:19,7.820,102.0,15.19
2026/08/25 14:13:19,7.840,102.0,15.19
2026/08/25 14:13:19,7.860,102.0,15.19
2026/08/25 14:13:19,7.880,103.0,15.27
2026/08/25 14:13:19,7.900,102.0,15.19
2026/08/25 14:13:19,7.920,102.0,15.19
2026/08/25 14:13:19,7.940,102.0,15.19
2026/08/25 14:13:19,7.960,102.0,15.19
2026/08/25 14:13:19,7.980,102.0,15.19
2026/08/25 14:13:20,8.000,103.0,15.27
2026/08/25 14:13:20,8.020,101.0,15.11
2026/08/25 14:13:20,8.040,102.0,15.19
2026/08/25 14:13:20,8.060,102.0,15.19
2026/08/25 14:13:20,8.080,102.0,15.19
2026/08/25 14:13:20,8.100,102.0,15.19
2026/08/25 14:13:20,8.120,102.0,15.19
2026/08/25 14:13:20,8.140,103.0,15.27
2026/08/25 14:13:20,8.160,102.0,15.19
2026/08/25 14:13:20,8.180,102.0,15.19
2026/08/25 14:13:20,8.200,101.0,15.11
2026/08/25 14:13:20,8.220,103.0,15.27
2026/08/25 14:13:20,8.240,101.0,15.11
2026/08/25 14:13:20,8.260,103.0,15.27
2026/08/25 14:13:20,8.280,102.0,15.19
2026/08/25 14:13:20,8.300,102.0,15.19
2026/08/25 14:13:20,8.320,101.0,15.11
2026/08/25 14:13:20,8.340,102.0,15.19
2026/08/25 14:13:20,8.360,102.0,15.19
2026/08/25 14:13:20,8.380,102.0,15.19
2026/08/25 14:13:20,8.400,103.0,15.27
2026/08/25 14:13:20,8.420,102.0,15.19
2026/08/25 14:13:20,8.440,102.0,15.19
2026/08/25 14:13:20,8.460,102.0,15.19
2026/08/25 14:13:20,8.480,102.0,15.19
2026/08/25 14:13:20,8.500,103.0,15.27
2026/08/25 14:13:20,8.520,103.0,15.27
2026/08/25 14:13:20,8.540,102.0,15.19
2026/08/25 14:13:20,8.560,102.0,15.19
2026/08/25 14:13:20,8.580,102.0,15.19
2026/08/25 14:13:20,8.600,102.0,15.19
2026/08/25 14:13:20,8.620,102.0,15.19
2026/08/25 14:13:20,8.640,102.0,15.19
2026/08/25 14:13:20,8.660,102.0,15.19
2026/08/25 14:13:20,8.680,102.0,15.19
2026/08/25 14:13:20,8.700,102.0,15.19
2026/08/25 14:13:20,8.720,102.0,15.19
2026/08/25 14:13:20,8.740,102.0,15.19
2026/08/25 14:13:20,8.760,102.0,15.19
2026/08/25 14:13:20,8.780,102.0,15.19
2026/08/25 14:13:20,8.800,102.0,15.19
2026/08/25 14:13:20,8.820,101.0,15.11
2026/08/25 14:13:20,8.840,102.0,15.19
2026/08/25 14:13:20,8.860,102.0,15.19
2026/08/25 14:13:20,8.880,102.0,15.19
2026/08/25 14:13:20,8.900,102.0,15.19
2026/08/25 14:13:20,8.920,102.0,15.19
2026/08/25 14:13:20,8.940,102.0,15.19
2026/08/25 14:13:20,8.960,103.0,15.27
2026/08/25 14:13:20,8.980,103.0,15.27
2026/08/25 14:13:21,9.000,102.0,15.19
2026/08/25 14:13:21,9.020,102.0,15.19
2026/08/25 14:13:21,9.040,102.0,15.19
2026/08/25 14:13:21,9.060,102.0,15.19
2026/08/25 14:13:21,9.080,101.0,15.11
2026/08/25 14:13:21,9.100,102.0,15.19
2026/08/25 14:13:21,9.120,103.0,15.27
2026/08/25 14:13:21,9.140,102.0,15.19
2026/08/25 14:13:21,9.160,102.0,15.19
2026/08/25 14:13:21,9.180,102.0,15.19
2026/08/25 14:13:21,9.200,103.0,15.27
2026/08/25 14:13:21,9.220,102.0,15.19
2026/08/25 14:13:21,9.240,102.0,15.19
2026/08/25 14:13:21,9.260,101.0,15.11
2026/08/25 14:13:21,9.280,102.0,15.19
2026/08/25 14:13:21,9.300,102.0,15.19
2026/08/25 14:13:21,9.320,101.0,15.11
2026/08/25 14:13:21,9.340,101.0,15.11
2026/08/25 14:13:21,9.360,102.0,15.19
2026/08/25 14:13:21,9.380,102.0,15.19
2026/08/25 14:13:21,9.400,101.0,15.11
2026/08/25 14:13:21,9.420,102.0,15.19
2026/08/25 14:13:21,9.440,103.0,15.27
2026/08/25 14:13:21,9.460,102.0,15.19
2026/08/25 14:13:21,9.480,102.0,15.19
2026/08/25 14:13:21,9.500,102.0,15.19
2026/08/25 14:13:21,9.520,103.0,15.27
2026/08/25 14:13:21,9.540,101.0,15.11
2026/08/25 14:13:21,9.560,103.0,15.27
2026/08/25 14:13:21,9.580,102.0,15.19
2026/08/25 14:13:21,9.600,102.0,15.19
2026/08/25 14:13:21,9.620,102.0,15.19
2026/08/25 14:13:21,9.640,101.0,15.11
2026/08/25 14:13:21,9.660,103.0,15.27
2026/08/25 14:13:21,9.680,102.0,15.19
2026/08/25 14:13:21,9.700,102.0,15.19
2026/08/25 14:13:21,9.720,103.0,15.27
2026/08/25 14:13:21,9.740,102.0,15.19
2026/08/25 14:13:21,9.760,102.0,15.19
2026/08/25 14:13:21,9.780,101.0,15.11
2026/08/25 14:13:21,9.800,101.0,15.11
2026/08/25 14:13:21,9.820,103.0,15.27
2026/08/25 14:13:21,9.840,101.0,15.11
2026/08/25 14:13:21,9.860,102.0,15.19
2026/08/25 14:13:21,9.880,102.0,15.19
2026/08/25 14:13:21,9.900,103.0,15.27
2026/08/25 14:13:21,9.920,102.0,15.19
2026/08/25 14:13:21,9.940,102.0,15.19
2026/08/25 14:13:21,9.960,102.0,15.19
2026/08/25 14:13:21,9.980,102.0,15.19
2026/08/25 14:13:22,10.000,102.0,15.19
2026/08/25 14:13:22,10.020,103.0,15.27
2026/08/25 14:13:22,10.040,102.0,15.19
2026/08/25 14:13:22,10.060,102.0,15.19
2026/08/25 14:13:22,10.080,102.0,15.19
2026/08/25 14:13:22,10.100,102.0,15.19
2026/08/25 14:13:22,10.120,102.0,15.19
2026/08/25 14:13:22,10.140,103.0,15.27
2026/08/25 14:13:22,10.160,102.0,15.19
2026/08/25 14:13:22,10.180,101.0,15.11
2026/08/25 14:13:22,10.200,102.0,15.19
2026/08/25 14:13:22,10.220,102.0,15.19
2026/08/25 14:13:22,10.240,103.0,15.27
2026/08/25 14:13:22,10.260,102.0,15.19
2026/08/25 14:13:22,10.280,102.0,15.19
2026/08/25 14:13:22,10.300,103.0,15.27
2026/08/25 14:13:22,10.320,102.0,15.19
2026/08/25 14:13:22,10.340,101.0,15.11
2026/08/25 14:13:22,10.360,102.0,15.19
2026/08/25 14:13:22,10.380,101.0,15.11
2026/08/25 14:13:22,10.400,102.0,15.19
2026/08/25 14:13:22,10.420,101.0,15.11
2026/08/25 14:13:22,10.440,102.0,15.19
2026/08/25 14:13:22,10.460,102.0,15.19
2026/08/25 14:13:22,10.480,103.0,15.27
2026/08/25 14:13:22,10.500,102.0,15.19
2026/08/25 14:13:22,10.520,102.0,15.19
2026/08/25 14:13:22,10.540,102.0,15.19
2026/08/25 14:13:22,10.560,102.0,15.19
2026/08/25 14:13:22,10.580,103.0,15.27
2026/08/25 14:13:22,10.600,102.0,15.19
2026/08/25 14:13:22,10.620,102.0,15.19
2026/08/25 14:13:22,10.640,103.0,15.27
2026/08/25 14:13:22,10.660,103.0,15.27
2026/08/25 14:13:22,10.680,103.0,15.27
2026/08/25 14:13:22,10.700,102.0,15.19
2026/08/25 14:13:22,10.720,102.0,15.19
2026/08/25 14:13:22,10.740,101.0,15.11
2026/08/25 14:13:22,10.760,101.0,15.11
2026/08/25 14:13:22,10.780,102.0,15.19
2026/08/25 14:13:22,10.800,101.0,15.11
2026/08/25 14:13:22,10.820,102.0,15.19
2026/08/25 14:13:22,10.840,102.0,15.19
2026/08/25 14:13:22,10.860,102.0,15.19
2026/08/25 14:13:22,10.880,102.0,15.19
2026/08/25 14:13:22,10.900,102.0,15.19
2026/08/25 14:13:22,10.920,102.0,15.19
2026/08/25 14:13:22,10.940,102.0,15.19
2026/08/25 14:13:22,10.960,102.0,15.19
2026/08/25 14:13:22,10.980,102.0,15.19
2026/08/25 14:13:23,11.000,101.0,15.11
2026/08/25 14:13:23,11.020,102.0,15.19
2026/08/25 14:13:23,11.040,103.0,15.27
2026/08/25 14:13:23,11.060,102.0,15.19
2026/08/25 14:13:23,11.080,102.0,15.19
2026/08/25 14:13:23,11.100,101.0,15.11
